hnox_3,hnox_2,hnox_1,WT_3,WT_2,WT_1,Majority.protein.IDs,Fasta.headers,id,uniprot_id,Gene,description,,Significance_Pvalue,Fold change (hnox/WT),(-)Log t-test p value,Significance_PFDR,Fold change (hnox/WT),(-)Log t-test p value_,Score,dgc_1,dgc_2,dgc_3,Fold change(hnox/WT),,P_value,#NAME?,t-test Difference,#NAME?,t-test Difference_,gene_symbol,description,sig.FDR_dgc_vs_hnox,sig.PVal_dgc_vs_hnox,adj.P.Val_dgc_vs_hnox,P.Value_dgc_vs_hnox,B_dgc_vs_hnox,t_dgc_vs_hnox,average_intensity_dgc_vs_hnox,CI.R_dgc_vs_hnox,CI.L_dgc_vs_hnox,sig.FDR_dgc_vs_WT,logFC_dgc_vs_hnox,sig.PVal_dgc_vs_WT,adj.P.Val_dgc_vs_WT,P.Value_dgc_vs_WT,B_dgc_vs_WT,t_dgc_vs_WT,average_intensity_dgc_vs_WT,CI.R_dgc_vs_WT,CI.L_dgc_vs_WT,logFC_dgc_vs_WT,sig.PVal_hnox_vs_WT,sig.FDR_hnox_vs_WT,adj.P.Val_hnox_vs_WT,P.Value_hnox_vs_WT,B_hnox_vs_WT,t_hnox_vs_WT,average_intensity_hnox_vs_WT,CI.R_hnox_vs_WT,CI.L_hnox_vs_WT,logFC_hnox_vs_WT
20.85237,20.94308,20.89094,20.78605,21.03477,20.96161,A1BAJ6,sp|A1BAJ6|COAD_PARDP Phosphopantetheine adenylyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=coaD PE=3 SV=1,2407,A1BAJ6,coaD,Phosphopantetheine adenylyltransferase,,,-0.032014847,0.152596046,,-0.032014847,0.152596046,81.991,20.80659511,20.84798749,20.51424544,-0.032015114,0.715228638,0.715221011,0.152596046,-0.032014847,0.152596046,-0.032014847,coaD,Phosphopantetheine adenylyltransferase,0,0,0.257792807,0.119730064,-6.154495719,-1.730254713,20.84862792,0.055193327,-0.400233919,0,-0.172520296,0,0.214563205,0.072397161,-4.911332383,-2.051343326,20.84862792,0.023178213,-0.432249033,-0.20453541,0,0,0.875671713,0.755921314,-7.296349903,-0.321088613,20.84862792,0.195698509,-0.259728737,-0.032015114
20.53102,20.45385,20.45604,20.41095,20.44188,20.41074,A1B5V4,tr|A1B5V4|A1B5V4_PARDP Dephospho-CoA kinase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=coaE PE=3 SV=1,1573,A1B5V4,coaE,Dephospho-CoA kinase,,,0.059113185,1.012688474,,0.059113185,1.012688474,121.57,20.64990855,20.58622072,20.59793987,0.059113875,0.13173455,0.131715276,1.012688474,0.059113185,1.012688474,0.059113185,coaE,Dephospho-CoA kinase,0,0,0.093413031,0.026075204,-4.667390863,2.691330188,20.5042823,0.24226391,0.019844459,0,0.131054184,0,0.053823678,0.004034612,-2.019633162,3.905293393,20.5042823,0.301377785,0.078958334,0.19016806,0,0,0.489585379,0.257513913,-6.597182529,1.213963205,20.5042823,0.170323601,-0.05209585,0.059113875
17.51041,17.73027,17.49911,17.58781,17.59775,17.6389,A1B477,sp|A1B477|COAX_PARDP Type III pantothenate kinase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=coaX PE=3 SV=1,1189,A1B477,coaX,Type III pantothenate kinase,,,-0.028222402,0.135463335,,-0.028222402,0.135463335,11.467,16.55970533,17.43796869,17.36585797,-0.028221964,0.7461494,0.746162789,0.135463335,-0.028222402,0.135463335,-0.028222402,coaX,Type III pantothenate kinase,0,0,0.157937451,0.056221981,-5.426690472,-2.217644114,17.43642098,0.015322103,-0.932831087,0,-0.458754492,0,0.169009186,0.045294964,-4.452364455,-2.354070619,17.43642098,-0.012899861,-0.961053051,-0.486976456,0,0,0.957222865,0.894736523,-7.343029422,-0.136426506,17.43642098,0.445854631,-0.502298559,-0.028221964
17.44958,17.61818,17.46839,17.40985,17.54576,17.41562,A1BAE0,tr|A1BAE0|A1BAE0_PARDP NAD-dependent protein deacylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cobB PE=3 SV=1,2368,A1BAE0,cobB,NAD-dependent protein deacylase,,,0.054972967,0.325572667,,0.054972967,0.325572667,24.537,17.64449784,17.51013607,17.64084222,0.054973497,0.473904517,0.473894137,0.325572667,0.054972967,0.325572667,0.054972967,cobB,NAD-dependent protein deacylase,0,0,0.422606751,0.255794462,-6.820438176,1.218719733,17.52253977,0.248427916,-0.075544582,0,0.086441667,0,0.228706764,0.079301389,-4.99751818,1.993777506,17.52253977,0.303401413,-0.020571085,0.141415164,0,0,0.675910962,0.459388631,-7.030315687,0.775057773,17.52253977,0.216959746,-0.107012752,0.054973497
19.84968,19.67078,19.69822,19.7208,19.87012,19.78029,A1B534,"tr|A1B534|A1B534_PARDP Hydrogenobyrinate a,c-diamide synthase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cobB PE=3 SV=1",1383,A1B534,cobB,"Hydrogenobyrinate a,c-diamide synthase",,,-0.0508461,0.291590216,,-0.0508461,0.291590216,84.748,19.54573546,19.86084166,19.74955997,-0.050846351,0.513214484,0.513193679,0.291590216,-0.0508461,0.291590216,-0.0508461,cobB,"Hydrogenobyrinate a,c-diamide synthase",0,0,0.899944567,0.823445938,-7.553930273,-0.230135819,19.74955845,0.186023595,-0.22771552,0,-0.020845962,0,0.62109201,0.450257125,-6.458705082,-0.79147075,19.74955845,0.135177244,-0.278561871,-0.071692314,0,0,0.770038206,0.589104953,-7.181164445,-0.561334932,19.74955845,0.156023206,-0.257715909,-0.050846351
21.69389,21.70525,21.75366,21.65528,21.64668,21.67368,A1B2C3,tr|A1B2C3|A1B2C3_PARDP Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cobT PE=3 SV=1,778,A1B2C3,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,,+,0.059053421,1.379378338,,0.059053421,1.379378338,133.05,21.51585299,21.55426412,21.36101493,0.059053347,0.067194917,0.067205092,1.379378338,0.059053421,1.379378338,0.059053421,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,0,0,0.024913599,0.00367138,-2.628372258,-3.969953492,21.61772929,-0.102170202,-0.378938963,0,-0.240554582,0,0.107973224,0.016112984,-3.43315874,-2.995376169,21.61772929,-0.043116855,-0.319885616,-0.181501235,0,0,0.592565325,0.356770957,-6.852293615,0.974577323,21.61772929,0.197437728,-0.079331034,0.059053347
20.6563,20.44322,20.57239,20.49646,20.60066,20.66365,A1AZV6,tr|A1AZV6|A1AZV6_PARDP Cell division coordinator CpoB OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cpoB PE=3 SV=1,355,A1AZV6,cpoB,Cell division coordinator CpoB,,,-0.029622396,0.138932454,,-0.029622396,0.138932454,83.476,20.76317856,20.62299385,20.62488914,-0.029622402,0.727244395,0.727219323,0.138932454,-0.029622396,0.138932454,-0.029622396,cpoB,Cell division coordinator CpoB,0,0,0.325319437,0.173527851,-6.489616272,1.485932137,20.60486114,0.286802917,-0.060702395,0,0.113050261,0,0.489233933,0.303014136,-6.171934323,1.096575409,20.60486114,0.257180514,-0.090324798,0.083427858,0,0,0.847562593,0.706616772,-7.269747705,-0.389356728,20.60486114,0.144130254,-0.203375058,-0.029622402
15.66604,15.80897,15.71963,15.90813,15.80475,15.69348,A1B8C2,sp|A1B8C2|CTAA_PARDP Heme A synthase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ctaA PE=3 SV=2,1972,A1B8C2,ctaA,Heme A synthase,,,-0.070573489,0.399851511,,-0.070573489,0.399851511,36.265,15.58660369,15.67802491,15.53423403,-0.070573431,0.405252813,0.40525187,0.399851511,-0.070573489,0.399851511,-0.070573489,ctaA,Heme A synthase,0,0,0.238146363,0.10555093,-6.037441346,-1.811548626,15.71109633,0.034392122,-0.298245045,0,-0.131926461,0,0.124751422,0.022623409,-3.774037947,-2.780627922,15.71109633,-0.036181309,-0.368818476,-0.202499893,0,0,0.594315639,0.359353063,-6.857644267,-0.969079296,15.71109633,0.095745152,-0.236892015,-0.070573431
17.52822,17.61737,17.62962,18.11059,18.14068,18.10434,A1BA38,sp|A1BA38|COXZ_PARDP Cytochrome c oxidase assembly protein CtaG OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ctaG PE=3 SV=1,2325,A1BA38,ctaG,Cytochrome c oxidase assembly protein CtaG,,+,-0.526800156,4.001284787,+,-0.526800156,4.001284787,15.192,18.04061159,17.80908431,17.88155397,-0.526799692,0.001535344,0.001534661,4.001284787,-0.526800156,4.001284787,-0.526800156,ctaG,Cytochrome c oxidase assembly protein CtaG,0,0,0.012631329,0.001308144,-1.528910072,4.706445041,17.87356389,0.473318019,0.164039872,0,0.318678945,0,0.10404622,0.01425132,-3.309137329,-3.073654132,17.87356389,-0.053481673,-0.362759821,-0.208120747,0,0,0.002226405,3.88E-05,2.445985285,-7.780099173,17.87356389,-0.372160619,-0.681438766,-0.526799692
18.20115,19.21828,18.81363,19.43024,19.13395,19.29052,A1BAB6,tr|A1BAB6|A1BAB6_PARDP Multifunctional fusion protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cysC PE=3 SV=1,2355,A1BAB6,cysC,Multifunctional fusion protein,,,-0.540546417,0.812771245,,-0.540546417,0.812771245,91.15,18.5932117,19.00345741,19.26464055,-0.540546982,0.202879071,0.202880342,0.812771245,-0.540546417,0.812771245,-0.540546417,cysC,Multifunctional fusion protein,0,0,0.60446922,0.43717248,-7.225279824,0.816232283,18.99434401,0.797373255,-0.378548633,0,0.209412311,0,0.419115853,0.231618966,-5.953207681,-1.290672966,18.99434401,0.256826273,-0.919095615,-0.331134671,0,0,0.222652082,0.066971719,-5.371308702,-2.106905249,18.99434401,0.047413962,-1.128507926,-0.540546982
16.21148,17.03086,16.64557,17.14954,16.96072,17.0469,A1BAB5,tr|A1BAB5|A1BAB5_PARDP Sulfate adenylyltransferase subunit 2 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cysD PE=3 SV=1,2354,A1BAB5,cysD,Sulfate adenylyltransferase subunit 2,,,-0.423079809,0.805502907,,-0.423079809,0.805502907,23.17,16.78886721,16.69267582,17.12161254,-0.42307969,0.211484091,0.211488538,0.805502907,-0.423079809,0.805502907,-0.423079809,cysD,Sulfate adenylyltransferase subunit 2,0,0,0.42290828,0.256777167,-6.820971836,1.217855277,16.84980296,0.687049731,-0.210223344,0,0.238413194,0,0.551206728,0.372177074,-6.32480023,-0.943307977,16.84980296,0.263970041,-0.633303034,-0.184666497,0,0,0.21029949,0.061474288,-5.288065485,-2.161163254,16.84980296,0.025556847,-0.871716228,-0.42307969
22.87468,22.79179,22.77219,22.78877,22.76662,22.71571,A1B4E7,"tr|A1B4E7|A1B4E7_PARDP 3(2),5-bisphosphate nucleotidase CysQ OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cysQ PE=3 SV=1",1243,A1B4E7,cysQ,"3(2),5-bisphosphate nucleotidase CysQ",,,0.055856705,0.663779049,,0.055856705,0.663779049,143.69,23.04665237,22.84300574,22.87173755,0.055857141,0.225572486,0.225551419,0.663779049,0.055856705,0.663779049,0.055856705,cysQ,"3(2),5-bisphosphate nucleotidase CysQ",0,0,0.287807415,0.142768196,-6.315331396,1.615446755,22.83012815,0.259661808,-0.044507752,0,0.107577028,0,0.15470834,0.038074101,-4.290103309,2.454233982,22.83012815,0.315518949,0.011349389,0.163434169,0,0,0.649589552,0.424620342,-6.977160976,0.838787227,22.83012815,0.207941921,-0.096227639,0.055857141
22.3737,22.29374,22.31101,22.28236,22.30925,22.34227,A1B9D5,sp|A1B9D5|SYC_PARDP Cysteine--tRNA ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=cysS PE=3 SV=1,2185,A1B9D5,cysS,Cysteine--tRNA ligase,,,0.014858246,0.190684455,,0.014858246,0.190684455,117.92,22.42548887,22.37136729,22.42231132,0.01485876,0.64727501,0.647238075,0.190684455,0.014858246,0.190684455,0.014858246,cysS,Cysteine--tRNA ligase,0,0,0.281288496,0.138096802,-6.285175659,1.637281434,22.3479455,0.192155507,-0.031683293,0,0.080236107,0,0.236145165,0.086253468,-5.076533739,1.940486226,22.3479455,0.207014267,-0.016824532,0.095094867,0,0,0.886146262,0.769046014,-7.302495049,0.303204792,22.3479455,0.12677816,-0.09706064,0.01485876
17.15239,16.95863,16.8313,16.83666,16.81148,16.86765,A1B072,sp|A1B072|DADA_PARDP D-amino acid dehydrogenase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dadA PE=3 SV=1,445,A1B072,dadA,D-amino acid dehydrogenase,,,0.142176946,0.682187748,,0.142176946,0.682187748,40.984,16.91465737,16.89447652,16.79694277,0.142176613,0.265429576,0.26543501,0.682187748,0.142176946,0.682187748,0.142176946,dadA,D-amino acid dehydrogenase,0,0,0.363299983,0.206058788,-6.638994078,-1.369440101,16.89602019,0.074835088,-0.298995627,0,-0.11208027,0,0.833338082,0.722092994,-6.718160674,0.367728775,16.89602019,0.217011701,-0.156819013,0.030096344,0,0,0.310434907,0.118458457,-5.917168047,1.737168876,16.89602019,0.329091971,-0.044738744,0.142176613
23.22581,23.13419,23.14719,23.0852,23.16484,23.12658,A1AZX2,tr|A1AZX2|A1AZX2_PARDP 4-hydroxy-tetrahydrodipicolinate synthase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dapA PE=3 SV=1,366,A1AZX2,dapA,4-hydroxy-tetrahydrodipicolinate synthase,,,0.043524424,0.520794378,,0.043524424,0.520794378,70.8,23.01368629,23.00364487,22.88799287,0.043524365,0.304257459,0.304257113,0.520794378,0.043524424,0.520794378,0.043524424,dapA,4-hydroxy-tetrahydrodipicolinate synthase,0,0,0.038243846,0.007115757,-3.325901337,-3.524370882,23.08768035,-0.070617812,-0.330623582,0,-0.200620697,0,0.125865291,0.023385677,-3.807156513,-2.759763807,23.08768035,-0.027093447,-0.287099217,-0.157096332,0,0,0.679197799,0.465266623,-7.038686329,0.764607075,23.08768035,0.17352725,-0.08647852,0.043524365
21.93415,21.94909,21.90233,21.91521,21.75655,21.70222,A1B5T8,tr|A1B5T8|A1B5T8_PARDP 4-hydroxy-tetrahydrodipicolinate reductase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dapB PE=3 SV=1,1559,A1B5T8,dapB,4-hydroxy-tetrahydrodipicolinate reductase,,,0.137196223,0.983836451,,0.137196223,0.983836451,105.6,21.43571761,21.64186413,21.61784655,0.137196092,0.159751589,0.159757585,0.983836451,0.137196223,0.983836451,0.137196223,dapB,4-hydroxy-tetrahydrodipicolinate reductase,0,0,0.012078418,0.001234244,-1.466635029,-4.749706082,21.76166467,-0.188656235,-0.53810557,0,-0.363380903,0,0.109604225,0.017131259,-3.494929755,-2.956433215,21.76166467,-0.051460143,-0.400909478,-0.226184811,0,0,0.294913563,0.108594749,-5.836663337,1.793272867,21.76166467,0.31192076,-0.037528576,0.137196092
23.96625,23.91676,23.8736,23.84552,23.90039,23.88074,A1B507,"sp|A1B507|DAPD_PARDP 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dapD PE=3 SV=1",1360,A1B507,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",,,0.043318431,0.624434182,,0.043318431,0.624434182,125.23,23.84169241,23.88497188,23.7359003,0.043318555,0.252087743,0.252089563,0.624434182,0.043318431,0.624434182,0.043318431,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",0,0,0.258551088,0.120350061,-6.159260596,-1.726908207,23.8717591,0.031608228,-0.227639493,0,-0.098015633,0,0.543147725,0.361896869,-6.306003538,-0.9636915,23.8717591,0.074926783,-0.184320938,-0.054697077,0,0,0.679197799,0.466052356,-7.039792516,0.763216707,23.8717591,0.172942416,-0.086305306,0.043318555
19.57046,19.49535,19.44329,19.54959,19.50582,19.45913,A1B5Y2,sp|A1B5Y2|DAPE_PARDP Succinyl-diaminopimelate desuccinylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dapE PE=3 SV=1,1593,A1B5Y2,dapE,Succinyl-diaminopimelate desuccinylase,,,-0.001811345,0.013243428,,-0.001811345,0.013243428,59.804,19.69212812,19.60808013,19.51443023,-0.001811544,0.970134176,0.970163723,0.013243428,-0.001811345,0.013243428,-0.001811345,dapE,Succinyl-diaminopimelate desuccinylase,0,0,0.292369996,0.145859419,-6.334684162,1.601351971,19.53758677,0.247093191,-0.043403478,0,0.101844857,0,0.331133391,0.15229186,-5.59590686,1.572868258,19.53758677,0.245281647,-0.045215022,0.100033313,0,0,0.992674978,0.977935929,-7.352951843,-0.028483713,19.53758677,0.143436791,-0.147059879,-0.001811544
20.60168,20.62196,20.65776,20.69773,20.5678,20.46364,A1AZ15,tr|A1AZ15|A1AZ15_PARDP Diaminopimelate epimerase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dapF PE=3 SV=1,155,A1AZ15,dapF,Diaminopimelate epimerase,,,0.050744375,0.295221987,,0.050744375,0.295221987,118.06,20.66123633,20.67223046,20.62652678,0.050744843,0.535142425,0.535121556,0.295221987,0.050744375,0.295221987,0.050744375,dapF,Diaminopimelate epimerase,0,0,0.809259627,0.696612129,-7.493474283,0.403444714,20.61895018,0.174505888,-0.122107706,0,0.026199091,0,0.459500775,0.268236685,-6.075718408,1.184874065,20.61895018,0.225250732,-0.071362863,0.076943935,0,0,0.672616997,0.455829216,-7.025163941,0.781429351,20.61895018,0.199051641,-0.097561954,0.050744843
19.97731,20.07354,20.22898,19.87773,19.95755,19.83418,A1B4Q0,tr|A1B4Q0|A1B4Q0_PARDP D-alanine--D-alanine ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ddl PE=3 SV=1,1311,A1B4Q0,ddl,D-alanine--D-alanine ligase,,,0.203455607,1.170458144,,0.203455607,1.170458144,43.414,19.81519809,19.94464797,20.05778101,0.203455573,0.090949081,0.090948919,1.170458144,0.203455607,1.170458144,0.203455607,ddl,D-alanine--D-alanine ligase,0,0,0.239836561,0.107098509,-6.05103193,-1.802195836,19.9741035,0.041172636,-0.349311638,0,-0.154069501,0,0.729288373,0.578503806,-6.611553207,0.577683272,19.9741035,0.244628209,-0.145856065,0.049386072,0,0,0.168156375,0.042881748,-4.941518274,2.379879108,19.9741035,0.398697709,0.008213436,0.203455573
21.16191,21.06555,20.99487,20.88883,20.90528,20.88283,A1BAL0,tr|A1BAL0|A1BAL0_PARDP D-alanine--D-alanine ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ddl PE=3 SV=1,2420,A1BAL0,ddl,D-alanine--D-alanine ligase,,+,0.181795756,1.688676132,,0.181795756,1.688676132,117.43,20.55668105,20.93639001,20.77801204,0.181795911,0.061584572,0.061587084,1.688676132,0.181795756,1.688676132,0.181795756,ddl,D-alanine--D-alanine ligase,0,0,0.043437307,0.008574907,-3.52111252,-3.401831999,20.90781857,-0.104211211,-0.52995731,0,-0.31708426,0,0.369981635,0.182656115,-5.75500355,-1.451438292,20.90781857,0.0775847,-0.348161399,-0.13528835,0,0,0.257266285,0.08491836,-5.605436757,1.950393707,20.90781857,0.39466896,-0.031077139,0.181795911
15.06503,15.26119,15.42372,15.16751,15.14466,15.13998,A1B1B5,tr|A1B1B5|A1B1B5_PARDP D-alanine--D-alanine ligase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ddl PE=3 SV=1,618,A1B1B5,ddl,D-alanine--D-alanine ligase,,,0.099262238,0.404413109,,0.099262238,0.404413109,15.774,14.98821511,15.16478605,15.24510739,0.099262499,0.439600589,0.439596224,0.404413109,0.099262238,0.404413109,0.099262238,ddl,D-alanine--D-alanine ligase,0,0,0.431877264,0.265216499,-6.849979832,-1.192969814,15.17780087,0.107237556,-0.341794101,0,-0.117278272,0,0.916029291,0.85890497,-6.77371786,-0.183258785,15.17780087,0.206500055,-0.242531602,-0.018015773,0,0,0.576001311,0.340597657,-6.817535789,1.009711029,15.17780087,0.323778327,-0.125253329,0.099262499
19.89893,19.77784,19.80829,19.81099,19.84152,19.87835,A1AZR3,tr|A1AZR3|A1AZR3_PARDP Peptide deformylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=def PE=3 SV=1,323,A1AZR3,def,Peptide deformylase,,,-0.015268962,0.136647475,,-0.015268962,0.136647475,34.837,19.62706723,19.9693755,20.0173935,-0.015268827,0.73545905,0.735429034,0.136647475,-0.015268962,0.136647475,-0.015268962,def,Peptide deformylase,0,0,0.790929901,0.674915654,-7.479351904,0.434305759,19.84775058,0.268657193,-0.182803884,0,0.042926655,0,0.872218088,0.786322517,-6.749192318,0.279825065,19.84775058,0.253388367,-0.198072711,0.027657828,0,0,0.951484955,0.880847616,-7.340135455,-0.154480694,19.84775058,0.210461712,-0.240999365,-0.015268827
19.84947,19.68621,19.77543,19.7336,19.8489,19.85698,A1AZR4,tr|A1AZR4|A1AZR4_PARDP Peptide deformylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=def PE=3 SV=1,324,A1AZR4,def,Peptide deformylase,,,-0.042787552,0.278498713,,-0.042787552,0.278498713,55.494,19.88314213,19.80877233,19.90877009,-0.04278695,0.527596978,0.527635378,0.278498713,-0.042787552,0.278498713,-0.042787552,def,Peptide deformylase,0,0,0.317706894,0.166283118,-6.451919703,1.514469231,19.81680818,0.242079907,-0.049032944,0,0.096523481,0,0.5991152,0.422316171,-6.415531286,0.84313498,19.81680818,0.199292958,-0.091819894,0.053736532,0,0,0.725688723,0.519888358,-7.108946802,-0.67133425,19.81680818,0.102769476,-0.188343376,-0.04278695
21.50944,21.49604,21.46325,21.54339,21.58626,21.55077,A1AZR5,tr|A1AZR5|A1AZR5_PARDP Peptide deformylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=def PE=3 SV=1,325,A1AZR5,def,Peptide deformylase,,+,-0.070561091,1.681664522,,-0.070561091,1.681664522,32.812,21.39281917,21.51822504,21.47853925,-0.070561103,0.0208491,0.02086148,1.681664522,-0.070561091,1.681664522,-0.070561091,def,Peptide deformylase,0,0,0.750988073,0.621662266,-7.439366903,-0.512097426,21.50430329,0.091276204,-0.144041493,0,-0.026382645,0,0.249593613,0.094593571,-5.162734558,-1.881715971,21.50430329,0.020715101,-0.214602596,-0.096943748,0,0,0.431218279,0.206005169,-6.410357727,-1.369618545,21.50430329,0.047097745,-0.188219951,-0.070561103
17.69024,17.31986,17.77291,17.50773,17.57707,17.50929,A1B470,tr|A1B470|A1B470_PARDP Thymidine phosphorylase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=deoA PE=3 SV=1,1182,A1B470,deoA,Thymidine phosphorylase,,,0.062972387,0.168380639,,0.062972387,0.168380639,51.027,17.69935788,17.53320303,17.69009558,0.062972381,0.697185913,0.697193047,0.168380639,0.062972387,0.168380639,0.062972387,deoA,Thymidine phosphorylase,0,0,0.803324099,0.689117295,-7.488682653,0.414100736,17.58886278,0.303394381,-0.210298596,0,0.046547893,0,0.539667992,0.35697415,-6.2956992,0.974317483,17.58886278,0.366366762,-0.147326215,0.109520273,0,0,0.770301254,0.589878058,-7.181790821,0.560216747,17.58886278,0.319818869,-0.193874108,0.062972381
18.78185,18.70338,18.78161,18.78621,18.61821,18.59766,A1B469,tr|A1B469|A1B469_PARDP Phosphopentomutase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=deoB PE=3 SV=1,1181,A1B469,deoB,Phosphopentomutase,,,0.088250478,0.60693373,,0.088250478,0.60693373,36.16,18.54781243,18.66883984,18.8124543,0.088250558,0.276653723,0.276674392,0.60693373,0.088250478,0.60693373,0.088250478,deoB,Phosphopentomutase,0,0,0.530052424,0.35651633,-7.080941883,-0.975121101,18.69978079,0.106350094,-0.264836475,0,-0.079243191,0,0.950599777,0.91432456,-6.785444795,0.110839486,18.69978079,0.194600653,-0.176585917,0.009007368,0,0,0.543797529,0.307425255,-6.738825605,1.085960587,18.69978079,0.273843843,-0.097342726,0.088250558
18.74435,19.62349,19.28301,19.46994,19.15841,19.45261,A1B4S0,sp|A1B4S0|DER_PARDP GTPase Der OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=der PE=3 SV=1,1322,A1B4S0,der,GTPase Der,,,-0.143366496,0.200752286,,-0.143366496,0.200752286,87.82,18.60105156,19.14233657,19.48495373,-0.143366231,0.643281313,0.643289155,0.200752286,-0.143366496,0.200752286,-0.143366496,der,GTPase Der,0,0,0.741206548,0.608867888,-7.428018189,-0.531705557,19.21779416,0.466187292,-0.747861687,0,-0.140837197,0,0.499453106,0.313502302,-6.196180008,-1.072959026,19.21779416,0.322821061,-0.891227918,-0.284203429,0,0,0.780805216,0.602559036,-7.192762572,-0.541253469,19.21779416,0.463658258,-0.75039072,-0.143366231
22.17258,22.14795,22.2237,22.21237,22.1808,22.1751,A1AZG5,tr|A1AZG5|A1AZG5_PARDP RNA polymerase-binding transcription factor DksA OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dksA PE=3 SV=1,249,A1AZG5,dksA,RNA polymerase-binding transcription factor DksA,,,-0.008014679,0.115857291,,-0.008014679,0.115857291,59.005,22.42901058,22.24380632,22.36388292,-0.008014433,0.770776967,0.770766947,0.115857291,-0.008014679,0.115857291,-0.008014679,dksA,RNA polymerase-binding transcription factor DksA,0,0,0.086355429,0.023175566,-4.547623098,2.765444506,22.23880068,0.29972217,0.028590054,0,0.164156112,0,0.136357727,0.028733097,-4.012198495,2.630429917,22.23880068,0.291707737,0.020575621,0.156141679,0,0,0.957222865,0.895753097,-7.343265221,-0.135014589,22.23880068,0.127551625,-0.143580491,-0.008014433
19.77764,20.03281,19.62611,20.08529,20.06976,20.1108,A1B668,tr|A1B668|A1B668_PARDP Quinone-dependent D-lactate dehydrogenase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dld PE=3 SV=1,1650,A1B668,dld,Quinone-dependent D-lactate dehydrogenase,,,-0.276428858,1.089665243,,-0.276428858,1.089665243,95.264,19.88914287,19.75310295,19.61734896,-0.276428589,0.143850297,0.143854211,1.089665243,-0.276428858,1.089665243,-0.276428858,dld,Quinone-dependent D-lactate dehydrogenase,0,0,0.73078304,0.595965234,-7.41710729,-0.550872582,19.88466591,0.185620394,-0.303594756,0,-0.058987181,0,0.099196656,0.013025479,-3.21729628,-3.132398395,19.88466591,-0.090808195,-0.580023345,-0.33541577,0,0,0.137359055,0.031102087,-4.620448108,-2.581525812,19.88466591,-0.031821014,-0.521036164,-0.276428589
17.51699,18.06284,17.70714,18.15412,18.10603,18.16635,A1B5X3,tr|A1B5X3|A1B5X3_PARDP Chromosomal replication initiator protein DnaA OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=dnaA PE=3 SV=1,1585,A1B5X3,dnaA,Chromosomal replication initiator protein DnaA,,,-0.379845937,1.10925564,,-0.379845937,1.10925564,69.668,18.08828486,17.9516561,18.04226485,-0.379845801,0.139079892,0.139080246,1.10925564,-0.379845937,1.10925564,-0.379845937,dnaA,Chromosomal replication initiator protein DnaA,0,0,0.16515393,0.060446093,-5.50076293,2.168758434,17.97729725,0.54476032,-0.014600469,0,0.265079926,0,0.552754083,0.374042574,-6.329133068,-0.938960048,17.97729725,0.164914519,-0.39444627,-0.114765875,0,0,0.082770928,0.013706609,-3.780122941,-3.107718482,17.97729725,-0.100165407,-0.659526196,-0.379845801
